"Economy","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Taiwan, Province of China","64.45%","65.84%","69.9%","71.5%","72%","75.9908%","76.2892%","78.0376%","78.0369%","79.7452%","82.9%","86.2058%","88.8225%","88.9607%"
